days,miles,receipts,expected,actual,error,per_diem,mileage,receipts_band,sweet_spot,vacation_penalty,extra_penalty,rounding_bonus,efficiency,spend_per_day
10,273.0,799.9,1155.05,1683.5040442064183,528.4540442064183,820,121.84964425626941,741.6543999501489,1.0,1.0,1.0,0,27.3,79.99
3,154.0,274.04,406.91,535.6429553164162,128.73295531641617,246,84.11295531641619,205.53000000000003,1.0,1.0,1.0,0,51.333333333333336,91.34666666666668
7,636.0,697.02,1276.06,1482.5118662396249,206.4518662396249,574,206.32743156814763,702.1844346714771,1.0,1.0,1.0,0,90.85714285714286,99.57428571428571
2,1038.0,685.07,962.14,1163.0875590253609,200.94755902536087,164,304.05370849898475,695.0338505263761,1.0,1.0,1.0,0,519.0,342.535
2,798.0,2334.41,1485.4,1087.0526840765642,-398.3473159234359,164,248.85370849898476,866.031802179326,1.0,1.0,0.85,0,399.0,1167.205
12,601.0,2166.56,1918.46,2045.2687372164041,126.8087372164041,984,196.848802153517,864.4199350628872,1.0,1.0,1.0,0,50.083333333333336,180.54666666666665
6,290.0,814.04,1077.35,1364.6272958008349,287.27729580083496,492,127.2319726474218,745.3953231534132,1.0,1.0,1.0,0,48.333333333333336,135.67333333333332
8,303.0,1072.44,1453.25,1616.5723577071005,163.32235770710054,656,129.3468542494924,831.2255034576082,1.0,1.0,1.0,0,37.875,134.055
11,372.0,2048.26,1632.61,1909.5221452085302,276.9121452085303,902,144.38418151324422,863.137963695286,1.0,1.0,1.0,0,33.81818181818182,186.20545454545456
3,864.0,2338.52,1513.04,1374.0262822467062,-139.0137177532938,246,261.957604307034,866.0686779396723,1.0,1.0,1.0,0,288.0,779.5066666666667
11,913.0,2253.41,1758.56,2036.0951074731433,277.5351074731434,902,268.8141815132442,865.280925959899,1.0,1.0,1.0,0,83.0,204.85545454545453
14,805.0,834.06,1683.49,2141.717423909358,458.22742390935787,1148,243.4261798705988,750.2912440387589,1.0,1.0,1.0,0,57.5,59.575714285714284
5,905.0,2317.31,1691.38,1545.1825667370044,-146.19743326299567,410,269.30541752799934,865.877149209005,1.0,1.0,1.0,0,181.0,463.462
4,842.0,893.25,1324.64,1346.3036360377214,21.66363603772129,328,255.66,762.6436360377213,1.0,1.0,1.0,0,210.5,223.3125
5,117.0,953.06,1116.8,1245.5065707202218,128.70657072022186,410,62.68591925387961,772.8206514663423,1.0,1.0,1.0,0,23.4,190.612
12,307.0,957.17,1432.75,1886.6842275249141,453.93422752491415,984,129.228802153517,773.4554253713973,1.0,1.0,1.0,0,25.583333333333332,79.76416666666667
7,1071.0,841.11,1699.9,1632.2940008266683,-67.60599917333184,574,306.37743156814764,751.9165692585207,1.0,1.0,1.0,0,153.0,120.15857142857143
13,922.0,1510.22,1967.87,2191.0070803828075,223.13708038280765,1066,270.4976015698019,854.5094788130056,1.0,1.0,1.0,0,70.92307692307692,116.17076923076924
8,867.0,2373.39,1747.22,1781.4439160549696,34.22391605496955,656,259.0668542494924,866.3770618054771,1.0,1.0,1.0,0,108.375,296.67375
11,1013.0,1483.3,1952.8,2047.6745146080157,94.87451460801572,902,291.8141815132442,853.8603330947715,1.0,1.0,1.0,0,92.0909090909091,134.84545454545454
6,1148.0,1525.81,1776.48,1671.4419305759834,-105.03806942401661,492,324.57197264742183,854.8699579285617,1.0,1.0,1.0,0,191.33333333333334,254.30166666666665
12,158.0,2195.67,1625.46,1931.3643079430476,305.90430794304757,984,82.64885370127843,864.7154542417692,1.0,1.0,1.0,0,13.166666666666666,182.9725
5,1010.0,2054.21,1810.37,1566.6612369686761,-243.70876303132377,410,293.4554175279993,863.2058194406768,1.0,1.0,1.0,0,202.0,410.842
1,682.0,1517.04,1376.04,988.999231812007,-387.04076818799297,82,226.85999999999999,854.6685080141259,1.0,1.0,0.85,0,682.0,1517.04
5,14.0,78.33,406.7,476.24837922695997,69.54837922695998,410,7.500879226959953,58.7475,1.0,1.0,1.0,0,2.8,15.666
6,1203.0,1900.48,1972.88,1690.5383054350887,-282.34169456491145,492,337.2219726474218,861.3163327876669,1.0,1.0,1.0,0,200.5,316.74666666666667
4,810.0,1852.31,1575.87,1436.957353358041,-138.91264664195887,328,248.3,860.6573533580411,1.0,1.0,1.0,0,202.5,463.0775
3,760.0,2073.25,1522.45,1347.4580190807565,-174.9919809192436,246,238.03760430703403,863.4204147737225,1.0,1.0,1.0,0,253.33333333333334,691.0833333333334
7,868.0,625.09,1403.48,1463.072797021323,59.592797021322895,574,259.68743156814764,629.3853654531752,1.0,1.0,1.0,0,124.0,89.29857142857144
7,205.0,103.31,683.1,758.6799315681476,75.57993156814757,574,107.19743156814765,77.4825,1.0,1.0,1.0,0,29.285714285714285,14.758571428571429
5,387.0,1882.35,1588.8,1421.237954006565,-167.56204599343505,410,150.16541752799935,861.0725364785656,1.0,1.0,1.0,0,77.4,376.46999999999997
9,482.0,1348.44,1633.26,1758.1371943125926,124.87719431259256,738,170.19333333333333,849.9438609792592,1.0,1.0,1.0,0,53.55555555555556,149.82666666666668
7,15.0,2436.67,1459.63,1448.8707841880582,-10.759215811941885,574,7.953557367611073,866.917226820447,1.0,1.0,1.0,0,2.142857142857143,348.0957142857143
10,955.0,1182.33,1950.3,1940.9129764490299,-9.38702355097007,820,278.7096442562694,842.2033321927605,1.0,1.0,1.0,0,95.5,118.23299999999999
5,41.0,2314.68,1500.28,1297.8200461497722,-202.45995385022775,410,21.96686059323986,865.8531855565324,1.0,1.0,1.0,0,8.2,462.936
2,1189.0,1164.74,1666.52,1142.2101359640121,-524.3098640359879,164,338.78370849898477,840.9929220469121,1.0,1.0,0.85,0,594.5,582.37
2,762.0,519.74,752.69,794.3787084989848,41.68870849898474,164,240.5737084989848,389.805,1.0,1.0,1.0,0,381.0,259.87
10,895.0,937.46,1714.8,1855.2519696901663,140.45196969016638,820,264.9096442562694,770.3423254338967,1.0,1.0,1.0,0,89.5,93.74600000000001
13,858.0,2258.01,1889.71,2187.102451793558,297.39245179355794,1066,255.77760156980185,865.324850223756,1.0,1.0,1.0,0,66.0,173.69307692307694
4,198.0,2106.63,1450.67,1298.707613020107,-151.96238697989315,328,106.92,863.7876130201068,1.0,1.0,1.0,0,49.5,526.6575
1,791.0,1927.75,1419.88,1016.2633606061082,-403.6166393938919,82,251.93,861.673953654245,1.0,1.0,0.85,0,791.0,1927.75
14,1020.0,1201.75,2337.73,2284.287742688406,-53.44225731159395,1148,292.8761798705988,843.4115628178076,1.0,1.0,1.0,0,72.85714285714286,85.83928571428571
12,59.0,2247.39,1629.92,1880.085745138486,250.16574513848582,984,30.862546635287515,865.2231985031983,1.0,1.0,1.0,0,4.916666666666667,187.2825
8,626.0,545.84,1142.89,1269.0168542494926,126.12685424949245,656,203.6368542494924,409.38,1.0,1.0,1.0,0,78.25,68.23
5,57.0,559.05,639.73,859.8267939954798,220.09679399547974,410,30.53929399547981,419.28749999999997,1.0,1.0,1.0,0,11.4,111.80999999999999
5,908.0,716.7,1375.88,1392.2430633126419,16.36306331264177,410,269.99541752799934,712.2476457846427,1.0,1.0,1.0,0,181.6,143.34
11,684.0,672.51,1487.93,1804.5023613394742,316.5723613394741,902,216.14418151324423,686.3581798262298,1.0,1.0,1.0,0,62.18181818181818,61.13727272727272
4,180.0,2365.46,1443.02,1291.5076232987885,-151.51237670121145,328,97.2,866.3076232987886,1.0,1.0,1.0,0,45.0,591.365
13,511.0,1628.33,1915.79,2098.971349208621,183.1813492086212,1066,175.96760156980184,857.003747638819,1.0,1.0,1.0,0,39.30769230769231,125.25615384615384
4,231.0,20.39,499.26,423.13,-76.13,328,115.13,-20,1.0,1.0,1.0,0,57.75,5.0975
9,1139.0,1973.31,1759.33,1921.5519661730875,162.2219661730876,738,321.30333333333334,862.2486328397542,1.0,1.0,1.0,0,126.55555555555556,219.25666666666666
9,578.0,1167.71,1587.21,1771.4793870106091,184.26938701060908,738,192.2733333333333,841.2060536772759,1.0,1.0,1.0,0,64.22222222222223,129.74555555555557
14,530.0,2028.06,2079.14,2191.0808708905247,111.94087089052482,1148,180.1761798705988,862.9046910199258,1.0,1.0,1.0,0,37.857142857142854,144.86142857142858
7,316.0,141.89,837.8,813.1449315681476,-24.655068431852328,574,132.72743156814764,106.41749999999999,1.0,1.0,1.0,0,45.142857142857146,20.27
2,897.0,2382.39,1437.95,1106.7672302839644,-331.18276971603564,164,271.6237084989848,866.455385952738,1.0,1.0,0.85,0,448.5,1191.195
12,121.0,608.92,1033.44,1623.4947859742006,590.0547859742005,984,63.29437530287778,576.2004106713227,1.0,1.0,1.0,0,10.083333333333334,50.74333333333333
4,764.0,1417.94,1682.1,1417.8406110407927,-264.2593889592072,328,237.72,852.1206110407927,1.0,1.0,1.0,0,191.0,354.485
11,663.0,2141.08,1715.29,1977.4693372987272,262.1793372987272,902,211.31418151324422,864.1551557854829,1.0,1.0,1.0,0,60.27272727272727,194.64363636363635
3,91.0,1640.15,1338.3,1152.9301497284232,-185.36985027157675,246,49.70310995970048,857.2270397687228,1.0,1.0,1.0,0,30.333333333333332,546.7166666666667
1,1035.0,1289.84,1317.33,1052.122484261957,-265.20751573804296,82,308.05,847.7411579552436,1.0,1.0,0.85,0,1035.0,1289.84
7,125.0,193.62,616.24,785.4946447300923,169.2546447300923,574,66.27964473009227,145.215,1.0,1.0,1.0,0,17.857142857142858,27.66
12,437.0,639.96,1183.74,1797.3215810937359,613.5815810937358,984,159.128802153517,654.1927789402189,1.0,1.0,1.0,0,36.416666666666664,53.330000000000005
4,84.0,2243.12,1392.1,1238.5420832818938,-153.55791671810607,328,45.36,865.1820832818938,1.0,1.0,1.0,0,21.0,560.78
5,716.0,1316.6,1686.98,1484.6328087823363,-202.34719121766375,410,225.83541752799934,848.7973912543371,1.0,1.0,1.0,0,143.2,263.32
12,18.0,2461.37,1556.78,1860.5373349308732,303.7573349308732,984,9.415692193816529,867.1216427370566,1.0,1.0,1.0,0,1.5,205.11416666666665
3,560.0,1664.15,1419.48,1295.7056337584543,-123.77436624154575,246,192.03760430703403,857.6680294514202,1.0,1.0,1.0,0,186.66666666666666,554.7166666666667
3,504.0,63.39,568.17,472.70010430703405,-95.4698956929659,246,179.15760430703403,47.542500000000004,1.0,1.0,1.0,0,168.0,21.13
5,1126.0,664.9,1336.74,1410.4830318109648,73.7430318109648,410,320.1354175279994,680.3476142829654,1.0,1.0,1.0,0,225.2,132.98
1,1092.0,390.55,589.11,696.0725,106.96249999999998,82,321.15999999999997,292.9125,1.0,1.0,1.0,0,1092.0,390.55
4,6.0,458.7,459.21,675.265,216.055,328,3.24,344.025,1.0,1.0,1.0,0,1.5,114.675
1,620.0,490.45,678.74,563.071875,-115.66812500000003,82,212.6,367.8375,1.0,1.0,0.85,0,620.0,490.45
5,659.0,2083.15,1645.06,1486.2559146155834,-158.80408538441657,410,212.72541752799935,863.5304970875841,1.0,1.0,1.0,0,131.8,416.63
12,353.0,2150.17,1765.67,1988.0590898010169,222.38908980101678,984,139.808802153517,864.2502876474998,1.0,1.0,1.0,0,29.416666666666668,179.18083333333334
13,618.0,1982.27,2000.39,2128.936085093406,128.54608509340574,1066,200.57760156980186,862.358483523604,1.0,1.0,1.0,0,47.53846153846154,152.4823076923077
2,1158.0,2355.92,1528.91,1157.5956705368535,-371.3143294631466,164,331.65370849898477,866.223550956137,1.0,1.0,0.85,0,579.0,1177.96
3,512.0,1251.6,1360.76,1273.047169327892,-87.71283067210788,246,180.997604307034,846.049565020858,1.0,1.0,1.0,0,170.66666666666666,417.2
5,840.0,941.55,1676.48,1435.3583873126895,-241.12161268731052,410,254.35541752799935,771.00296978469,1.0,1.0,1.0,0,168.0,188.31
7,1086.0,2319.81,1858.36,1749.7273156349638,-108.63268436503608,574,309.82743156814763,865.8998840668163,1.0,1.0,1.0,0,155.14285714285714,331.40142857142854
13,1152.0,864.45,1797.14,2146.3760590164343,349.2360590164342,1066,323.39760156980185,756.9784574466324,1.0,1.0,1.0,0,88.61538461538461,66.49615384615385
4,840.0,1375.42,1580.95,1434.0363449970105,-146.91365500298957,328,255.20000000000002,850.8363449970103,1.0,1.0,1.0,0,210.0,343.855
4,724.0,89.99,667.98,737.6143749999999,69.63437499999986,328,228.52,67.49249999999999,1.15,1.0,1.0,20,181.0,22.4975
3,327.0,2141.92,1438.41,1248.611582850026,-189.79841714997406,246,138.44760430703403,864.1639785429919,1.0,1.0,1.0,0,109.0,713.9733333333334
13,1055.0,2005.84,1997.52,2229.730343979372,232.21034397937183,1066,301.08760156980185,862.64274240957,1.0,1.0,1.0,0,81.15384615384616,154.29538461538462
1,931.0,327.97,609.73,612.1075000000001,2.3775000000000546,82,284.13,245.97750000000002,1.0,1.0,1.0,0,931.0,327.97
10,108.0,2181.67,1632.42,1741.306444879207,108.88644487920692,820,56.73220789838548,864.5742369808214,1.0,1.0,1.0,0,10.8,218.167
13,1204.0,24.47,1344.17,1381.3576015698018,37.1876015698017,1066,335.3576015698019,-20,1.0,1.0,1.0,0,92.61538461538461,1.8823076923076922
5,517.0,919.25,1288.31,1357.3660242707256,69.05602427072563,410,180.06541752799933,767.3006067427264,1.0,1.0,1.0,0,103.4,183.85
8,897.0,1536.36,1944.62,1777.074751882857,-167.54524811714282,656,265.96685424949237,855.1078976333646,1.0,1.0,1.0,0,112.125,192.045
12,988.0,2492.79,1753.84,2137.235542178146,383.3955421781459,984,285.858802153517,867.3767400246289,1.0,1.0,1.0,0,82.33333333333333,207.7325
1,1041.0,1630.25,1466.95,1061.1997569285957,-405.7502430714044,82,309.43,857.0403022689361,1.0,1.0,0.85,0,1041.0,1630.25
10,454.0,2359.42,1619.0,1849.7341078131308,230.73410781313078,820,163.4796442562694,866.2544635568614,1.0,1.0,1.0,0,45.4,235.942
5,406.0,1084.16,1399.39,1397.537678110164,-1.8523218898360483,410,154.53541752799933,833.0022605821647,1.0,1.0,1.0,0,81.2,216.83200000000002
4,103.0,1790.07,1394.55,1243.3685160149898,-151.18148398501012,328,55.620000000000005,859.7485160149897,1.0,1.0,1.0,0,25.75,447.5175
4,477.0,18.97,631.5,479.71000000000004,-151.78999999999996,328,171.71,-20,1.0,1.0,1.0,0,119.25,4.7425
11,67.0,2455.53,1572.91,1804.1897253909146,231.27972539091456,902,35.116100806936814,867.0736245839779,1.0,1.0,1.0,0,6.090909090909091,223.23000000000002
7,789.0,185.73,966.26,954.8149315681477,-11.445068431852292,574,241.51743156814763,139.29749999999999,1.0,1.0,1.0,0,112.71428571428571,26.532857142857143
13,70.0,993.7,1492.02,1881.3500895962147,389.33008959621475,1066,36.55316054943064,778.796929046784,1.0,1.0,1.0,0,5.384615384615385,76.43846153846154
12,59.0,858.62,1377.35,1770.6195929258542,393.26959292585434,984,30.862546635287515,755.7570462905667,1.0,1.0,1.0,0,4.916666666666667,71.55166666666666
3,1027.0,180.0,804.96,680.447604307034,-124.51239569296604,246,299.447604307034,135.0,1.0,1.0,1.0,0,342.3333333333333,60.0
3,275.0,543.74,572.73,780.292604307034,207.562604307034,246,126.48760430703402,407.805,1.0,1.0,1.0,0,91.66666666666667,181.24666666666667
3,334.0,2449.89,1472.53,1253.0846720915847,-219.44532790841527,246,140.057604307034,867.0270677845508,1.0,1.0,1.0,0,111.33333333333333,816.63
7,759.0,1694.02,1960.92,1666.8125975355588,-294.1074024644413,574,234.61743156814765,858.1951659674112,1.0,1.0,1.0,0,108.42857142857143,242.00285714285715
10,174.0,1991.96,1542.4,1773.878053579936,231.47805357993593,820,91.40189050295439,862.4761630769815,1.0,1.0,1.0,0,17.4,199.196
1,780.0,366.37,516.69,606.1775,89.48749999999995,82,249.39999999999998,274.77750000000003,1.0,1.0,1.0,0,780.0,366.37
9,934.0,415.5,1208.82,1323.7783333333332,114.95833333333326,738,274.1533333333333,311.625,1.0,1.0,1.0,0,103.77777777777777,46.166666666666664
8,936.0,556.28,1277.26,1348.1468542494924,70.88685424949244,656,274.9368542494924,417.21,1.0,1.0,1.0,0,117.0,69.535
1,1002.0,2320.13,1475.4,1061.108372368333,-414.2916276316671,82,300.46,865.9027910215683,1.0,1.0,0.85,0,1002.0,2320.13
7,83.0,137.84,482.65,721.3896841007812,238.73968410078123,574,44.00968410078127,103.38,1.0,1.0,1.0,0,11.857142857142858,19.69142857142857
9,191.0,789.52,1058.5,1577.3299780096295,518.8299780096295,738,100.59333333333332,738.7366446762962,1.0,1.0,1.0,0,21.22222222222222,87.72444444444444
3,280.0,1090.37,1256.92,1207.4844891730218,-49.435510826978316,246,127.63760430703402,833.8468848659877,1.0,1.0,1.0,0,93.33333333333333,363.45666666666665
5,644.0,2383.17,1785.53,1485.7375675619119,-299.7924324380881,410,209.27541752799934,866.4621500339126,1.0,1.0,1.0,0,128.8,476.634
10,498.0,992.86,1395.03,1772.2793976474923,377.2493976474923,820,173.5996442562694,778.6797533912228,1.0,1.0,1.0,0,49.8,99.286
4,317.0,1793.28,1518.93,1322.707111028887,-196.22288897111298,328,134.91,859.7971110288872,1.0,1.0,1.0,0,79.25,448.32
4,1100.0,370.61,860.32,920.9575,60.63749999999993,328,315.0,277.9575,1.0,1.0,1.0,0,275.0,92.6525
4,263.0,2469.06,1503.98,1317.6745804450575,-186.30541955494255,328,122.49,867.1845804450575,1.0,1.0,1.0,0,65.75,617.265
4,932.0,1287.34,1513.28,1451.9975625744664,-61.282437425533544,328,276.36,847.6375625744664,1.0,1.0,1.0,0,233.0,321.835
14,343.0,2013.4,1839.05,2147.898689376656,308.848689376656,1148,137.1661798705988,862.7325095060569,1.0,1.0,1.0,0,24.5,143.81428571428572
2,274.0,888.24,917.79,895.9279073112277,-21.862092688772236,164,128.33370849898478,761.6991236318713,1.0,1.0,0.85,0,137.0,444.12
1,759.0,330.29,500.92,574.2875,73.3675,82,244.57,247.71750000000003,1.0,1.0,1.0,0,759.0,330.29
8,204.0,2178.45,1506.38,1627.1183748366213,120.73837483662123,656,106.57685424949238,864.541520587129,1.0,1.0,1.0,0,25.5,272.30625
10,396.0,2068.65,1556.68,1833.5085640118398,276.8285640118397,820,150.1396442562694,863.3689197555703,1.0,1.0,1.0,0,39.6,206.865
6,840.0,870.82,1496.46,1504.0146771864179,7.554677186417848,492,253.7319726474218,758.2827045389961,1.0,1.0,1.0,0,140.0,145.13666666666668
7,756.0,1473.59,1961.96,1661.5447253508646,-300.4152746491354,574,233.92743156814765,853.6172937827168,1.0,1.0,1.0,0,108.0,210.51285714285714
4,1048.0,279.75,780.15,840.8525,60.702499999999986,328,303.04,209.8125,1.0,1.0,1.0,0,262.0,69.9375
3,240.0,1895.67,1386.33,1225.689737625611,-160.64026237438884,246,118.43760430703402,861.2521333185771,1.0,1.0,1.0,0,80.0,631.89
13,997.0,920.48,2124.16,2121.2590449037502,-2.900955096249618,1066,287.7476015698019,767.5114433339485,1.0,1.0,1.0,0,76.6923076923077,70.80615384615385
2,826.0,2163.39,1523.26,1091.1288657126686,-432.1311342873314,164,255.29370849898478,864.3873099865078,1.0,1.0,0.85,0,413.0,1081.695
6,194.0,914.25,1168.72,1361.7711420844757,193.0511420844757,492,103.33601346799915,766.4351286164766,1.0,1.0,1.0,0,32.333333333333336,152.375
4,333.0,1934.76,1467.52,1328.354186901971,-139.16581309802905,328,138.59,861.7641869019708,1.0,1.0,1.0,0,83.25,483.69
8,1053.0,1864.01,1794.57,1818.667625562058,24.097625562058056,656,301.84685424949237,860.8207713125656,1.0,1.0,1.0,0,131.625,233.00125
12,466.0,1291.33,1770.37,1997.6012802689445,227.2312802689446,984,165.798802153517,847.8024781154274,1.0,1.0,1.0,0,38.833333333333336,107.61083333333333
8,916.0,2417.62,1755.05,1793.0940109162595,38.044010916259595,656,270.3368542494924,866.7571566667672,1.0,1.0,1.0,0,114.5,302.2025
11,322.0,1251.3,1732.46,1880.9194862828695,148.45948628286942,902,132.88418151324422,846.0353047696254,1.0,1.0,1.0,0,29.272727272727273,113.75454545454545
13,11.0,1114.96,1555.48,1908.450890236842,352.970890236842,1066,5.744068086339102,836.7068221505028,1.0,1.0,1.0,0,0.8461538461538461,85.76615384615386
7,250.0,364.79,718.71,965.1399315681476,246.4299315681476,574,117.54743156814764,273.59250000000003,1.0,1.0,1.0,0,35.714285714285715,52.112857142857145
5,247.0,296.51,594.93,750.3479175279992,155.4179175279993,410,117.96541752799934,222.3825,1.0,1.0,1.0,0,49.4,59.302
14,1158.0,2104.61,1899.69,2336.3818883464805,436.6918883464805,1148,324.6161798705988,863.7657084758815,1.0,1.0,1.0,0,82.71428571428571,150.32928571428573
11,1095.0,1071.83,2159.33,2043.7995955138633,-115.5304044861366,902,310.6741815132442,831.1254140006192,1.0,1.0,1.0,0,99.54545454545455,97.43909090909091
11,1149.0,270.81,1284.51,1428.2016815132442,143.69168151324425,902,323.0941815132442,203.10750000000002,1.0,1.0,1.0,0,104.45454545454545,24.61909090909091
9,14.0,1057.38,1372.31,1573.8448922203063,201.53489222030635,738,7.373333333333333,828.471558886973,1.0,1.0,1.0,0,1.5555555555555556,117.48666666666668
4,184.0,983.77,1202.69,1204.7555164245891,2.0655164245890774,328,99.36000000000001,777.3955164245892,1.0,1.0,1.0,0,46.0,245.9425
6,135.0,2488.22,1561.2,1431.249053302126,-129.9509466978741,492,71.90908153700971,867.3399717651164,1.0,1.0,1.0,0,22.5,414.7033333333333
5,717.0,1508.97,1722.49,1490.5455188353662,-231.94448116463377,410,226.06541752799933,854.4801013073668,1.0,1.0,1.0,0,143.4,301.794
1,389.0,1964.96,1228.94,938.0730454665566,-290.8669545334435,82,159.46999999999997,862.1453476077136,1.0,1.0,0.85,0,389.0,1964.96
3,1136.0,1296.54,1536.6,1418.5320668456445,-118.06793315435539,246,324.51760430703405,848.0144625386105,1.0,1.0,1.0,0,378.6666666666667,432.18
13,145.0,2202.42,1716.13,2006.5002130266798,290.3702130266797,1066,75.71726113810634,864.7829518885734,1.0,1.0,1.0,0,11.153846153846153,169.41692307692307
1,1122.0,861.5,1081.05,991.4602380849809,-89.58976191501904,82,328.06,756.3638095117424,1.0,1.0,0.85,0,1122.0,861.5
1,309.0,1211.37,1110.55,906.982163098415,-203.567836901585,82,141.07,843.9678389393118,1.0,1.0,0.85,0,309.0,1211.37
14,1090.0,2248.68,1905.5,2322.2117719427333,416.7117719427333,1148,308.9761798705988,865.2355920721343,1.0,1.0,1.0,0,77.85714285714286,160.61999999999998
3,278.0,994.9,1167.78,1152.1414952831988,-15.638504716801208,246,127.17760430703402,778.9638909761646,1.0,1.0,1.0,0,92.66666666666667,331.6333333333333
7,1109.0,2397.29,1917.57,1755.7013741557698,-161.8686258442301,574,315.11743156814765,866.5839425876222,1.0,1.0,1.0,0,158.42857142857142,342.46999999999997
12,643.0,2194.16,1758.03,2055.209104814775,297.179104814775,984,206.508802153517,864.7003026612578,1.0,1.0,1.0,0,53.583333333333336,182.84666666666666
11,176.0,1050.67,1444.13,1821.2516863411054,377.12168634110526,902,92.24527973165492,827.0064066094504,1.0,1.0,1.0,0,16.0,95.51545454545455
7,309.0,1021.75,1309.85,1522.2800918147723,212.43009181477237,574,131.11743156814765,817.1626602466248,1.0,1.0,1.0,0,44.142857142857146,145.96428571428572
3,992.0,1897.41,1539.0,1398.6730012200353,-140.3269987799647,246,291.39760430703404,861.2753969130013,1.0,1.0,1.0,0,330.6666666666667,632.47
3,175.0,440.19,431.17,671.7254037686548,240.5554037686548,246,95.58290376865477,330.1425,1.0,1.0,1.0,0,58.333333333333336,146.73
5,895.0,2329.69,1791.96,1542.9947306340164,-248.96526936598366,410,267.0054175279993,865.9893131060171,1.0,1.0,1.0,0,179.0,465.938
5,567.0,193.11,718.3,746.3979175279993,28.097917527999357,410,191.56541752799933,144.8325,1.0,1.0,1.0,0,113.4,38.622
8,978.0,710.43,1624.58,1649.8336667577353,25.253666757735346,656,284.59685424949237,709.2368125082429,1.0,1.0,1.0,0,122.25,88.80375
1,1082.0,1809.49,446.94,1091.7646145575563,644.8246145575563,82,318.86,860.0395465383016,1.0,1.0,0.85,20,1082.0,1809.49
11,636.0,2238.97,1699.94,1972.2461695922018,272.30616959220174,902,205.1041815132442,865.1419880789576,1.0,1.0,1.0,0,57.81818181818182,203.54272727272726
6,370.0,315.09,946.39,873.9494726474218,-72.44052735257821,492,145.6319726474218,236.3175,1.0,1.0,1.0,0,61.666666666666664,52.51499999999999
3,399.0,141.39,546.04,507.0501043070341,-38.98989569296589,246,155.00760430703403,106.04249999999999,1.0,1.0,1.0,0,133.0,47.129999999999995
3,93.0,1.42,364.51,276.7954860027708,-87.71451399722918,246,50.79548600277082,-20,1.0,1.0,1.0,1.0,1.0,0,31.0,0.47333333333333333
1,55.0,3.6,126.06,93.9,-32.16,82,31.9,-20,1.0,1.0,1.0,1.0,1.0,0,55.0,3.6
1,47.0,17.97,128.91,89.25999999999999,-39.650000000000006,82,27.259999999999998,-20,1.0,1.0,1.0,1.0,1.0,0,47.0,17.97
2,13.0,4.67,203.52,151.235391052434,-52.284608947566,164,7.23539105243401,-20,1.0,1.0,1.0,1.0,1.0,0,6.5,2.335
3,88.0,5.78,380.37,274.06454589509497,-106.30545410490504,246,48.064545895094966,-20,1.0,1.0,1.0,1.0,1.0,0,29.333333333333332,1.9266666666666667
1,76.0,13.74,158.35,106.08,-52.269999999999996,82,44.08,-20,1.0,1.0,1.0,1.0,1.0,0,76.0,13.74
3,41.0,4.52,320.12,248.39370888294195,-71.72629111705805,246,22.393708882941976,-20,1.0,1.0,1.0,1.0,1.0,0,13.666666666666666,1.5066666666666666
1,140.0,22.71,199.68,143.2,-56.48000000000002,82,81.19999999999999,-20,1.0,1.0,1.0,1.0,1.0,0,140.0,22.71
3,121.0,21.17,464.07,292.0887506057556,-171.9812493942444,246,66.08875060575558,-20,1.0,1.0,1.0,1.0,1.0,0,40.333333333333336,7.0566666666666675
3,117.0,21.99,359.1,309.9039985196149,-49.19600148038512,246,63.9039985196149,-20,1.0,1.0,1.0,1.0,1.0,20,39.0,7.329999999999999
2,202.0,21.24,356.17,255.77370849898477,-100.39629150101524,164,111.77370849898476,-20,1.0,1.0,1.0,1.0,1.0,0,101.0,10.62
3,80.0,21.05,366.87,269.6950417228136,-97.17495827718642,246,43.695041722813606,-20,1.0,1.0,1.0,1.0,1.0,0,26.666666666666668,7.016666666666667
2,21.0,20.04,204.58,155.6879393923934,-48.89206060760662,164,11.6879393923934,-20,1.0,1.0,1.0,1.0,1.0,0,10.5,10.02
3,177.0,18.73,430.86,322.6752798117251,-108.18472018827492,246,96.6752798117251,-20,1.0,1.0,1.0,1.0,1.0,0,59.0,6.243333333333333
1,141.0,10.15,195.14,143.78,-51.359999999999985,82,81.78,-20,1.0,1.0,1.0,1.0,1.0,0,141.0,10.15
1,58.0,5.86,117.24,95.64,-21.599999999999994,82,33.64,-20,1.0,1.0,1.0,1.0,1.0,0,58.0,5.86
1,133.0,8.34,179.06,139.14,-39.920000000000016,82,77.14,-20,1.0,1.0,1.0,1.0,1.0,0,133.0,8.34
1,59.0,8.31,120.65,96.22,-24.430000000000007,82,34.22,-20,1.0,1.0,1.0,1.0,1.0,0,59.0,8.31
2,89.0,13.85,234.2,193.53460028204822,-40.66539971795177,164,49.53460028204822,-20,1.0,1.0,1.0,1.0,1.0,0,44.5,6.925
2,147.0,17.43,325.56,225.8155757467538,-99.7444242532462,164,81.81557574675381,-20,1.0,1.0,1.0,1.0,1.0,0,73.5,8.715
5,130.0,306.9,574.1,709.8260213931995,135.72602139319952,410,69.65102139319957,230.17499999999998,1.0,1.0,1.0,1.0,1.0,0,26.0,61.379999999999995
5,173.0,1337.9,1443.96,1352.2657756069368,-91.69422439306322,410,92.68943616171943,849.5763394452174,1.0,1.0,1.0,1.0,1.0,0,34.6,267.58000000000004
